,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
3942,Apartment,Private room,Real Bed,1,5,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,1,1.0,15.00,0.00,1
3943,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,6,1.0,100.00,0.00,1
3944,Apartment,Private room,Real Bed,31,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,173.00,0.00,1
3945,Loft,Entire home/apt,Real Bed,32,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,1,1.0,37.00,12.00,2
3946,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,30.00,0.00,1
3947,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,14,1.0,119.00,0.00,1
3948,Apartment,Entire home/apt,Real Bed,2,28,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,8,4.0,5.0,6,2.0,120.00,10.00,4
3949,Aparthotel,Private room,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,5,1.0,3.0,4,1.0,191.00,0.00,1
3950,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,8,3.0,5.0,0,3.0,750.00,0.00,1
3951,House,Private room,Real Bed,14,85,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,4.0,37.00,0.00,1
3952,Apartment,Private room,Real Bed,2,5,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,3,1.0,298.00,0.00,1
3953,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,89.00,25.00,2
3954,Apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,0.0,45.00,15.00,2
3956,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,3.0,0,1.0,80.00,10.00,2
3957,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,3,1.0,533.00,119.00,1
3958,Apartment,Entire home/apt,Real Bed,120,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,1.0,40.00,0.00,1
3959,Serviced apartment,Entire home/apt,Real Bed,15,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,5,2.0,5.0,0,1.0,163.00,0.00,1
3960,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,30.00,7.00,1
3961,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,0,1.0,2700.00,0.00,1
3962,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,4.0,0,2.0,80.00,0.00,4
3963,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,0,1.0,45.00,0.00,1
3964,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,1,1.0,161.00,0.00,1
3965,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,353.00,0.00,1
3966,Apartment,Entire home/apt,Real Bed,4,7,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,0.0,1.0,1,1.0,500.00,0.00,1
3967,Condominium,Entire home/apt,Real Bed,5,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,5,1.0,2.0,0,1.0,250.00,0.00,2
3968,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,2.0,3,1.0,250.00,0.00,1
3969,Condominium,Entire home/apt,Real Bed,29,120,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,4,1.0,604.00,100.00,1
3970,Apartment,Private room,Real Bed,4,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,1,1.0,502.00,100.00,1
3971,Apartment,Entire home/apt,Real Bed,60,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,3.0,4.0,0,1.0,101.00,0.00,4
3972,Apartment,Entire home/apt,Real Bed,12,300,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,5,3.0,6.0,0,2.0,85.00,0.00,1
3973,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,6,1.0,80.00,15.00,1
3974,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,5,3.0,4.0,4,1.0,75.00,0.00,5
3975,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,54,1.0,105.00,0.00,1
3976,Apartment,Entire home/apt,Real Bed,6,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,1,1.0,70.00,0.00,1
3977,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,8,3.0,5.0,8,2.5,150.00,15.00,4
3978,Loft,Entire home/apt,Real Bed,32,365,super_strict_30,2019-03-08 05:00:00,2019-03-08 05:00:00,6,0.0,4.0,0,1.0,150.00,0.00,1
3979,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,0,2.0,824.00,200.00,1
3980,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,2,1.0,30.00,0.00,1
3981,Apartment,Entire home/apt,Real Bed,2,2,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,0,1.0,63.00,0.00,1
3982,House,Private room,Real Bed,30,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,79.00,0.00,1
3983,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,2.0,0,1.0,395.00,0.00,1
3984,Apartment,Shared room,Real Bed,5,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,2.0,0,1.0,111.00,0.00,1
3985,Apartment,Private room,Real Bed,2,240,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,4.0,1,1.0,20.00,19.00,1
3986,Condominium,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,16,1.0,597.00,100.00,2
3987,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,3.0,11,1.0,683.00,100.00,4
3988,Serviced apartment,Shared room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,90.00,0.00,1
3989,Serviced apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,1,2.0,700.00,0.00,1
3990,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,3.0,5,1.5,129.00,40.00,4
3991,Apartment,Private room,Real Bed,2,11,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,400.00,0.00,1
3992,Apartment,Private room,Real Bed,1,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,90.00,0.00,1
3993,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,60.00,15.00,1
3994,Condominium,Entire home/apt,Real Bed,4,180,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,3.0,0,2.0,509.00,0.00,8
3995,Apartment,Entire home/apt,Real Bed,2,16,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,2.0,1,1.5,200.00,0.00,1
3996,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,7,1.0,699.00,80.00,2
3997,House,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,74.00,0.00,1
3998,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,3,1.0,1853.00,0.00,1
3999,Apartment,Entire home/apt,Real Bed,6,24,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,5.0,0,3.0,981.00,0.00,1
4000,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,13,1.0,40.00,0.00,1
4001,House,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,7,2.0,200.00,30.00,2
4002,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,3.0,0,1.0,100.00,0.00,1
4003,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,7,3.0,6.0,0,3.0,500.00,0.00,1
4004,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,4.0,0,2.0,326.00,0.00,6
4005,Apartment,Entire home/apt,Real Bed,2,8,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,1.0,140.00,0.00,1
4006,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,4.0,2,1.0,1201.00,150.00,4
4007,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,3.0,0,3.0,351.00,0.00,1
4008,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,0,2.5,553.00,0.00,6
4009,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,0,2.0,171.00,0.00,4
4010,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,0,1.0,139.00,0.00,4
4011,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,9,1.0,90.00,0.00,1
4012,Apartment,Entire home/apt,Real Bed,2,2,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,70.00,0.00,1
4013,Apartment,Entire home/apt,Real Bed,1,6,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,1,1.0,575.00,0.00,1
4014,Apartment,Private room,Real Bed,20,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,0,1.0,16.00,0.00,1
4015,Apartment,Entire home/apt,Real Bed,2,180,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,4.0,1,1.5,1192.00,208.00,2
4016,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,3.0,2,2.0,100.00,0.00,1
4017,Condominium,Entire home/apt,Real Bed,3,29,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,0,1.0,189.00,0.00,4
4018,Apartment,Entire home/apt,Real Bed,5,14,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,1,1.0,161.00,0.00,1
4019,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,0,1.5,501.00,0.00,1
4020,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,0.0,1,2.0,140.00,20.00,4
4021,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,5,1.0,3.0,0,2.0,175.00,0.00,1
4022,Apartment,Shared room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,12,1.0,12.0,0,3.0,251.00,250.00,1
4023,Apartment,Entire home/apt,Real Bed,3,31,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,8,4.0,7.0,1,2.0,330.00,30.00,6
4024,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,4,1.0,179.00,0.00,1
4025,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,3,0.0,2.0,1,1.0,250.00,0.00,1
4026,Apartment,Entire home/apt,Real Bed,3,15,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,1,1.0,301.00,0.00,1
4027,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,0,1.0,80.00,0.00,1
4028,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,1,1.0,60.00,20.00,2
4029,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,4.0,6,1.0,200.00,25.00,4
4030,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,40.00,0.00,1
4031,Apartment,Entire home/apt,Real Bed,1,14,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,4,1.0,70.00,0.00,1
4032,Serviced apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,1,1.0,250.00,0.00,1
4033,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,6,1.0,99.00,0.00,1
4034,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,3.0,38,1.0,25.00,25.00,1
4035,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,4,1.0,23.00,0.00,1
4036,Apartment,Entire home/apt,Real Bed,1,7,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,0.0,0,1.0,210.00,0.00,1
4037,Apartment,Private room,Real Bed,1,7,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,39.00,0.00,1
4038,Apartment,Entire home/apt,Real Bed,2,45,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,1.0,0,1.0,227.00,0.00,1
4039,Apartment,Private room,Real Bed,2,40,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,4,1.0,400.00,0.00,1
4040,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,3,1.0,1123.00,0.00,1
4041,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,4,1.0,353.00,50.00,1
4042,Guesthouse,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,1.0,89.00,0.00,1
4043,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,8,3.0,5.0,1,3.0,791.00,0.00,1
4044,Bed and breakfast,Shared room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,3,1.0,58.00,0.00,1
4045,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,56,1.0,121.00,0.00,1
4046,Condominium,Entire home/apt,Real Bed,6,90,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,1,2.0,397.00,0.00,6
4047,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,1.0,1.0,0,1.0,200.00,5.00,2
4048,Apartment,Private room,Real Bed,5,150,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,447.00,100.00,1
4049,Townhouse,Private room,Real Bed,3,28,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,104,1.0,151.00,35.00,1
4050,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,2.0,2,2.0,221.00,50.00,2
4051,House,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,1,1.0,196.00,0.00,1
4052,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,0,1.0,81.00,7.00,2
4053,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,31,1.0,350.00,25.00,4
4054,Condominium,Entire home/apt,Real Bed,14,31,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,1,1.0,55.00,0.00,1
4055,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.0,60.00,0.00,1
4056,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,6,1.0,160.00,0.00,1
4057,Apartment,Private room,Real Bed,10,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,63.00,0.00,1
4058,Condominium,Private room,Real Bed,1,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,518.00,0.00,1
4059,Aparthotel,Shared room,Real Bed,1,30,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,4.0,0,1.0,79.00,77.00,1
4060,Apartment,Private room,Real Bed,120,360,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,10,1.0,1.0,0,3.0,10.00,0.00,1
4061,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,38.00,0.00,1
4062,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,0,1.0,45.00,22.00,2
4064,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,3.0,1,1.0,50.00,20.00,1
4065,Guest suite,Private room,Real Bed,2,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,2,1.0,400.00,0.00,1
4066,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,8,1.0,85.00,0.00,1
4067,Boutique hotel,Private room,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,16,1.0,1.0,0,1.0,121.00,50.00,1
4068,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,0.0,2.0,0,1.0,833.00,0.00,1
4069,Apartment,Private room,Real Bed,28,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,2.0,283.00,0.00,1
4070,House,Entire home/apt,Real Bed,3,10,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,2.0,3.0,0,2.0,500.00,0.00,1
4071,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,0,1.0,399.00,0.00,1
4072,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,7,2.0,4.0,5,1.0,266.00,0.00,1
4073,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,1,1.0,138.00,75.00,2
4074,Apartment,Shared room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,173.00,0.00,1
4075,Apartment,Entire home/apt,Real Bed,3,548,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,0,1.0,96.00,20.00,2
4076,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,2.0,0,1.0,90.00,0.00,1
4077,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,0.0,2.0,0,1.0,620.00,0.00,1
4078,Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,10,1.0,447.00,0.00,1
4079,Apartment,Entire home/apt,Real Bed,1,1125,super_strict_30,2019-02-18 05:00:00,2019-02-18 05:00:00,5,3.0,3.0,0,2.0,1698.00,0.00,5
4080,House,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,1,1.0,581.00,0.00,1
4081,Apartment,Private room,Real Bed,1,14,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,2.0,0,1.0,78.00,55.00,1
4082,Apartment,Private room,Real Bed,1,14,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,15,1.0,1005.00,118.00,1
4083,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,0,1.0,50.00,0.00,1
4084,Apartment,Entire home/apt,Real Bed,1,180,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,5.0,1,2.0,98.00,20.00,6
4085,Condominium,Private room,Real Bed,2,7,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,0,1.0,50.00,0.00,1
4086,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,60.00,0.00,1
4087,Apartment,Entire home/apt,Real Bed,3,60,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,1,2.0,261.00,50.00,3
4088,Condominium,Private room,Real Bed,5,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,2,1.0,85.00,20.00,1
4089,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,3.0,3,1.0,151.00,0.00,1
4090,Apartment,Entire home/apt,Real Bed,1,10,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,5,1.0,3.0,0,1.0,201.00,50.00,4
4091,Apartment,Private room,Real Bed,5,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,2,1.0,20.00,0.00,1
4092,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,7,1.0,38.00,0.00,1
4093,Townhouse,Private room,Real Bed,2,34,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,3,1.0,60.00,0.00,1
4094,Apartment,Entire home/apt,Real Bed,32,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,13,6.0,12.0,0,3.5,168.00,0.00,1
4095,House,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,75.00,0.00,1
4096,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,1.0,89.00,0.00,1
4097,Camper/RV,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,0.0,2.0,0,1.0,59.00,0.00,2
4098,Apartment,Entire home/apt,Real Bed,4,7,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,4.0,0,1.0,164.00,140.00,1
4099,Apartment,Entire home/apt,Real Bed,2,100,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,1.0,0,1.0,475.00,89.00,2
4100,Boutique hotel,Private room,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,0,1.0,221.00,0.00,1
4101,Apartment,Private room,Real Bed,10,30,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,399.00,0.00,1
4102,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,179.00,0.00,1
4103,Apartment,Entire home/apt,Real Bed,7,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,24,1.0,801.00,392.00,2
4104,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,4.0,0,1.0,601.00,0.00,1
4105,Apartment,Private room,Real Bed,1,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,100.00,0.00,1
4106,Apartment,Entire home/apt,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,3,2.0,2.0,0,1.0,163.00,0.00,1
4107,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,6,3.0,4.0,1,2.0,399.00,0.00,5
