,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
1054,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,3.0,7,1.0,80.00,0.00,1
1055,Apartment,Private room,Real Bed,1,28,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,60,1.0,49.00,5.00,1
1056,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,119,1.5,45.00,15.00,2
1057,Apartment,Entire home/apt,Real Bed,3,7,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,1.0,350.00,0.00,1
1058,Cabin,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,80,1.0,109.00,0.00,1
1059,Apartment,Private room,Real Bed,6,60,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,100,1.0,127.00,0.00,1
1060,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,62,1.5,65.00,0.00,1
1061,Apartment,Private room,Real Bed,3,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,65.00,0.00,1
1062,Apartment,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,0.0,1.0,87,1.0,169.00,25.00,1
1063,Apartment,Entire home/apt,Real Bed,1,999,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,0.0,2.0,86,1.0,50.00,0.00,1
1064,Apartment,Private room,Real Bed,5,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,1,1.0,45.00,0.00,1
1065,Condominium,Entire home/apt,Real Bed,45,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,2,2.0,2.0,0,2.0,200.00,0.00,1
1066,Aparthotel,Private room,Real Bed,3,365,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,3,2.0,351.00,0.00,1
1067,House,Entire home/apt,Real Bed,3,14,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,5,2.0,3.0,95,2.0,175.00,25.00,4
1068,Apartment,Entire home/apt,Real Bed,2,29,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,1.0,95,1.0,95.00,0.00,1
1069,Apartment,Private room,Real Bed,2,60,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,1.5,30.00,5.00,1
1070,Apartment,Private room,Real Bed,20,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,32,2.0,48.00,0.00,2
1071,Apartment,Private room,Real Bed,4,20,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,13,1.0,42.00,5.00,1
1072,House,Private room,Real Bed,1,14,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,40,1.0,100.00,0.00,1
1073,Apartment,Entire home/apt,Real Bed,2,120,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,47,1.0,100.00,0.00,1
1074,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,48,1.0,35.00,10.00,1
1075,Apartment,Entire home/apt,Real Bed,3,60,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,5,2.0,3.0,144,1.0,171.00,29.00,2
1076,Guesthouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,18,1.0,295.00,0.00,1
1077,Apartment,Entire home/apt,Real Bed,1,180,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,3,2.0,2.0,9,1.0,87.00,0.00,1
1078,Apartment,Private room,Real Bed,2,40,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,112,1.0,68.00,25.00,2
1079,Apartment,Entire home/apt,Real Bed,32,364,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,2,2.0,101.00,15.00,2
1080,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,4,1.0,280.00,0.00,1
1081,Apartment,Entire home/apt,Real Bed,31,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,35,1.0,101.00,0.00,1
1082,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,3.0,3,1.0,171.00,20.00,2
1083,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,83,1.0,361.00,0.00,1
1084,House,Entire home/apt,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,5.0,65,1.0,319.00,25.00,6
1085,Townhouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,5.0,31,2.0,380.00,50.00,4
1086,Apartment,Entire home/apt,Real Bed,2,1000,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,3.0,32,1.0,33.00,4.00,3
1087,Cottage,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,45,3.0,175.00,15.00,2
1088,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,2.0,41,1.0,90.00,0.00,2
1089,Apartment,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,152,1.0,99.00,15.00,2
1090,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,46,1.0,90.00,15.00,2
1091,Townhouse,Entire home/apt,Real Bed,3,29,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,27,1.0,230.00,50.00,5
1092,House,Private room,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,41,2.5,36.00,20.00,1
1093,House,Entire home/apt,Real Bed,10,90,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,2,1.0,527.00,0.00,1
1094,Serviced apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,3.0,86,1.0,189.00,50.00,4
1095,Cottage,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,7,2.0,4.0,35,1.0,84.00,12.00,1
1096,Condominium,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,15,1.0,275.00,0.00,1
1097,Condominium,Entire home/apt,Real Bed,3,90,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,3,1.0,129.00,0.00,1
1098,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,138,1.0,793.00,0.00,1
1099,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,48,1.0,129.00,25.00,4
1100,House,Entire home/apt,Real Bed,10,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,3.0,3,2.5,150.00,25.00,2
1101,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,2.0,0,1.0,200.00,0.00,1
1102,Condominium,Private room,Real Bed,3,14,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,126,1.0,110.00,30.00,2
1103,Condominium,Private room,Real Bed,3,10,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,1,1.0,175.00,0.00,2
1104,House,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,3.0,5.0,40,1.0,260.00,35.00,6
1105,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,47,1.0,151.00,25.00,2
1106,Apartment,Entire home/apt,Real Bed,31,180,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,4,1.0,90.00,0.00,1
1107,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,135,1.5,40.00,0.00,1
1108,Apartment,Private room,Real Bed,2,16,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,43,2.0,119.00,10.00,1
1109,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,2,1.0,55.00,0.00,1
1110,Condominium,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,119,1.0,82.00,40.00,2
1111,Apartment,Entire home/apt,Real Bed,2,14,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,2,1.0,75.00,0.00,1
1112,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,12,6.0,6.0,0,5.0,1200.00,100.00,10
1113,Loft,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,148.00,0.00,1
1114,Apartment,Entire home/apt,Real Bed,31,360,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,15,1.0,43.00,7.00,3
1115,House,Entire home/apt,Real Bed,4,9,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,5,3.0,3.0,7,2.0,135.00,15.00,5
1116,Apartment,Entire home/apt,Real Bed,3,365,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,88,1.0,60.00,10.00,2
1117,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,2.0,1.0,6,1.0,50.00,0.00,1
1118,Townhouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,10,4.0,6.0,1,2.5,296.00,45.00,4
1119,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,548.00,0.00,1
1120,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,7,3.0,5.0,78,2.0,399.00,80.00,6
1121,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,5.0,73,1.0,1303.00,120.00,4
1122,Townhouse,Entire home/apt,Real Bed,2,24,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,4.0,34,1.0,181.00,0.00,1
1123,Apartment,Entire home/apt,Real Bed,1,30,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,7,1.0,179.00,0.00,1
1124,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,16,1.0,85.00,7.00,4
1125,Serviced apartment,Shared room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,3,1.0,121.00,0.00,1
1126,Apartment,Private room,Real Bed,2,29,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,68,1.0,98.00,25.00,1
1127,Hostel,Private room,Real Bed,1,1117,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,8,1.0,652.00,0.00,1
1128,Apartment,Private room,Real Bed,2,29,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,36,1.0,70.00,50.00,2
1129,House,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,37,1.5,118.00,0.00,1
1130,Apartment,Entire home/apt,Real Bed,5,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,2.0,2.0,3,2.0,300.00,100.00,4
1131,House,Entire home/apt,Real Bed,7,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,14,6.0,7.0,0,5.0,1500.00,50.00,12
1132,Townhouse,Private room,Real Bed,3,20,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,16,1.0,55.00,10.00,1
1133,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,3.0,47,1.0,161.00,0.00,1
1134,Apartment,Entire home/apt,Real Bed,3,30,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,2,1.0,27.00,0.00,1
1135,Apartment,Entire home/apt,Real Bed,7,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,3,1.0,30.00,0.00,1
1136,Cottage,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,22,3.0,500.00,300.00,6
1137,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,5,1.0,135.00,55.00,1
1138,Apartment,Entire home/apt,Real Bed,7,30,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,100.00,0.00,1
1139,House,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,8,3.0,6.0,221,3.0,69.00,13.00,4
1140,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,192,1.0,95.00,0.00,2
1141,House,Entire home/apt,Real Bed,6,21,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,4.0,2,3.0,500.00,0.00,1
1142,Apartment,Entire home/apt,Real Bed,3,5,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,2.0,8,1.0,200.00,50.00,2
1143,Tiny house,Entire home/apt,Pull-out Sofa,4,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,0.0,1.0,83,1.0,110.00,35.00,2
